description,code
maintains a distance of $Gap_dist2m from Ego.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction continuous=""false"" entityRef=""Ego"" distance=""$Gap_dist2"" freespace=""true"" displacement=""trailingReferencedEntity"">
      <DynamicConstraints maxAcceleration=""$Max_acc"" maxDeceleration=""$Max_ret"" maxSpeed=""40"" />
    </LongitudinalDistanceAction>
  </LongitudinalAction>
</PrivateAction>"
"moves near bike-based object coordinates (dx:0, dy:0).","<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeObjectPosition entityRef=""bike"" dx=""0"" dy=""0"" dz=""-0.1"">
        <Orientation type=""relative"" r=""1.57"" />
      </RelativeObjectPosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
changes the speed to 0m/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""step"" value=""0.0"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed linearly to 40 m/s over 2 seconds.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""2"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""40"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed linearly to ${100/3.6}m/s over 2 seconds.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""2"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""${100/3.6}"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to absolute -2 lanes of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""2"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""-2"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
never changes to -3 lanes on the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""2"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""-3"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes the speed linearly to 10 m/s over 2 seconds.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""2"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""10"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed to 0m/s linearly at a rate of 10m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""10"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
never changes to lane 1 of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""step"" value=""$lane_change_duration"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to the absolute -1 lane of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""linear"" value=""$lane_change_duration"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""-1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
never changes to lane 1 of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""$lane_change_duration"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to the absolute -1 lane of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""cubic"" value=""$lane_change_duration"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""-1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes the speed to ${70/3.6}m/s linearly at a rate of 5.0m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""5.0"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""${70/3.6}"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed to 0.0m/s linearly at a rate of 8.0m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""8.0"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0.0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to absolute -2 lanes of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""2.8"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""-2"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
maintains a distance of m from A1.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction continuous=""true"" entityRef=""A1"" timeGap=""1"" freespace=""true"">
      <DynamicConstraints maxAcceleration=""2"" maxDeceleration=""5"" maxSpeed=""40"" />
    </LongitudinalDistanceAction>
  </LongitudinalAction>
</PrivateAction>"
maintains a distance of m from A2.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction continuous=""true"" entityRef=""A2"" timeGap=""1.5"" freespace=""true"">
      <DynamicConstraints maxAcceleration=""2"" maxDeceleration=""5"" maxSpeed=""40"" />
    </LongitudinalDistanceAction>
  </LongitudinalAction>
</PrivateAction>"
maintains $gap_smallm distance from A2.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction continuous=""true"" entityRef=""A2"" distance=""$gap_small"" freespace=""false"">
      <DynamicConstraints maxAcceleration=""$max_acc"" maxDeceleration=""$max_ret"" maxSpeed=""$max_speed"" />
    </LongitudinalDistanceAction>
  </LongitudinalAction>
</PrivateAction>"
maintains $gap_normalm distance from A2.,"<PrivateAction>
  <LongitudinalAction>
    <LongitudinalDistanceAction continuous=""true"" entityRef=""A2"" distance=""$gap_normal"" freespace=""false"">
      <DynamicConstraints maxAcceleration=""$max_acc"" maxDeceleration=""$max_ret"" maxSpeed=""$max_speed"" />
    </LongitudinalDistanceAction>
  </LongitudinalAction>
</PrivateAction>"
"follows a curved trajectory with predefined parameters (starting curvature ${1.0/$ArcRadius}, length $ArcLengthm).","<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <TrajectoryRef>
        <Trajectory name=""LaneChangePart1"" closed=""false"">
          <ParameterDeclarations />
          <Shape>
            <Clothoid curvature=""${1.0/$ArcRadius}"" curvaturePrime=""0.0"" length=""$ArcLength"">
              <Position>
                <RelativeObjectPosition entityRef=""Car"" dx=""0"" dy=""0"" />
              </Position>
            </Clothoid>
          </Shape>
        </Trajectory>
      </TrajectoryRef>
      <TimeReference>
        <None />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""position"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
"follows a curved trajectory with predefined parameters (starting curvature 0.0, length $LineLengthm).","<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <TrajectoryRef>
        <Trajectory name=""LaneChangePart2"" closed=""false"">
          <ParameterDeclarations />
          <Shape>
            <Clothoid curvature=""0.0"" curvaturePrime=""0.0"" length=""$LineLength"">
              <Position>
                <RelativeObjectPosition entityRef=""Car"" dx=""0"" dy=""0"">
                  <Orientation type=""relative"" h=""0.0"" />
                </RelativeObjectPosition>
              </Position>
            </Clothoid>
          </Shape>
        </Trajectory>
      </TrajectoryRef>
      <TimeReference>
        <None />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""position"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
"follows a curved trajectory with predefined parameters (starting curvature ${-1.0/$ArcRadius}, length $ArcLengthm).","<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <TrajectoryRef>
        <Trajectory name=""LaneChangePart3"" closed=""false"">
          <ParameterDeclarations />
          <Shape>
            <Clothoid curvature=""${-1.0/$ArcRadius}"" curvaturePrime=""0.0"" length=""$ArcLength"">
              <Position>
                <RelativeObjectPosition entityRef=""Car"" dx=""0"" dy=""0"">
                  <Orientation type=""relative"" h=""0.0"" />
                </RelativeObjectPosition>
              </Position>
            </Clothoid>
          </Shape>
        </Trajectory>
      </TrajectoryRef>
      <TimeReference>
        <None />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""position"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
changes to the left lane of Ego.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""2"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""Ego"" value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
drives at an offset of 8m from the road.,"<PrivateAction>
  <LateralAction>
    <LaneOffsetAction continuous=""false"">
      <LaneOffsetActionDynamics dynamicsShape=""sinusoidal"" maxLateralAcc=""3.5"" />
      <LaneOffsetTarget>
        <AbsoluteTargetLaneOffset value=""8"" />
      </LaneOffsetTarget>
    </LaneOffsetAction>
  </LateralAction>
</PrivateAction>"
never changes to lane 1 of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""cubic"" value=""3"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to the left lane of Truck.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""2"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""Truck"" value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
changes to Target1 lane.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""cubic"" value=""2"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""Target1"" value=""0"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
never changes to lane 1 of the road.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""4"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <AbsoluteTargetLane value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
moves to the -10m point in the -1st lane of the road.,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-1"" offset=""0"" s=""10"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
accelerates and decelerates smoothly over 4 seconds and changes the speed to 25m/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""cubic"" value=""4"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""25"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes to the left lane of OverTaker.,"<PrivateAction>
  <LateralAction>
    <LaneChangeAction>
      <LaneChangeActionDynamics dynamicsShape=""sinusoidal"" value=""2"" dynamicsDimension=""time"" />
      <LaneChangeTarget>
        <RelativeTargetLane entityRef=""OverTaker"" value=""1"" />
      </LaneChangeTarget>
    </LaneChangeAction>
  </LateralAction>
</PrivateAction>"
synchronizes at the point when the master object (Ego) reaches the first lane of road 0 (s=$EgoSyncPoint1S). its driving speed with the absolute speed $NPCFinalSpeedm/s to reach the path 'TargetLeftTurnRoute'.,"<PrivateAction>
  <SynchronizeAction masterEntityRef=""Ego"" targetToleranceMaster=""1.0"" targetTolerance=""1.0"">
    <TargetPositionMaster>
      <LanePosition roadId=""0"" laneId=""1"" offset=""0"" s=""$EgoSyncPoint1S"" />
    </TargetPositionMaster>
    <TargetPosition>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RoutesAtFabriksgatan"" entryName=""TargetLeftTurnRoute"" />
        </RouteRef>
        <InRoutePosition>
          <FromLaneCoordinates pathS=""203"" laneId=""-1"" />
        </InRoutePosition>
      </RoutePosition>
    </TargetPosition>
    <FinalSpeed>
      <AbsoluteSpeed value=""$NPCFinalSpeed"" />
    </FinalSpeed>
  </SynchronizeAction>
</PrivateAction>"
changes the speed to $PedestrianSpeedm/s linearly at a rate of 2m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""2"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""$PedestrianSpeed"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
"drives precisely (FollowTrajectory) along a straight line (Polyline) trajectory moving from the 3rd lane of Road 0 (s=15) to the 3rd lane of Road 0 (s=10.5), 3rd lane of Road 0 (s=10), -3 lane of Road 0 (s=10), -3 lane of Road 0 (s=9.5), and -3 lane of Road 0 (s=7.5).","<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <Trajectory closed=""false"" name=""ped_traj"">
        <ParameterDeclarations />
        <Shape>
          <Polyline>
            <Vertex>
              <Position>
                <LanePosition laneId=""3"" offset=""0.5"" roadId=""0"" s=""15"">
                  <Orientation type=""relative"" h=""0"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex>
              <Position>
                <LanePosition laneId=""3"" offset=""0.5"" roadId=""0"" s=""10.5"">
                  <Orientation type=""relative"" h=""0"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex>
              <Position>
                <LanePosition laneId=""3"" offset=""0.0"" roadId=""0"" s=""10"">
                  <Orientation type=""relative"" h=""1.57"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex>
              <Position>
                <LanePosition laneId=""-3"" offset=""0.0"" roadId=""0"" s=""10"">
                  <Orientation type=""relative"" h=""4.71"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex>
              <Position>
                <LanePosition laneId=""-3"" offset=""-0.5"" roadId=""0"" s=""9.5"">
                  <Orientation type=""relative"" h=""3.14"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex>
              <Position>
                <LanePosition laneId=""-3"" offset=""-0.5"" roadId=""0"" s=""7.5"">
                  <Orientation type=""relative"" h=""3.14"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
          </Polyline>
        </Shape>
      </Trajectory>
      <TimeReference>
        <None />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""follow"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
changes the speed to 0m/s linearly at a rate of -5.1m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""-5.1"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
"drives precisely (FollowTrajectory) along a straight line (Polyline) trajectory moving from the 3rd lane of road 0 (s=15) to the 3rd lane of road 0 (s=10.5), the 3rd lane of road 0 (s=10), the -3 lane of road 0 (s=10), the -3 lane of road 0 (s=9.5), and the -3 lane of road 0 (s=0).","<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <Trajectory closed=""false"" name=""ped_traj"">
        <ParameterDeclarations />
        <Shape>
          <Polyline>
            <Vertex time=""0"">
              <Position>
                <LanePosition laneId=""3"" offset=""0.5"" roadId=""0"" s=""15"">
                  <Orientation type=""relative"" h=""0"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""0"">
              <Position>
                <LanePosition laneId=""3"" offset=""0.5"" roadId=""0"" s=""10.5"">
                  <Orientation type=""relative"" h=""0"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""0"">
              <Position>
                <LanePosition laneId=""3"" offset=""0.0"" roadId=""0"" s=""10"">
                  <Orientation type=""relative"" h=""1.57"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""0"">
              <Position>
                <LanePosition laneId=""-3"" offset=""0.0"" roadId=""0"" s=""10"">
                  <Orientation type=""relative"" h=""4.71"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""0"">
              <Position>
                <LanePosition laneId=""-3"" offset=""-0.5"" roadId=""0"" s=""9.5"">
                  <Orientation type=""relative"" h=""3.14"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""0"">
              <Position>
                <LanePosition laneId=""-3"" offset=""-0.5"" roadId=""0"" s=""0"">
                  <Orientation type=""relative"" h=""3.14"" p=""0"" r=""0"" />
                </LanePosition>
              </Position>
            </Vertex>
          </Polyline>
        </Shape>
      </Trajectory>
      <TimeReference>
        <None />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""follow"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
"moves to the vicinity of the object coordinates (dx:0.0, dy:0.0) based on pedestrian_adult.","<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeObjectPosition entityRef=""pedestrian_adult"" dx=""0.0"" dy=""0.0"" dz=""0.0"">
        <Orientation type=""relative"" r=""1.57"" h=""0"" p=""0"" />
      </RelativeObjectPosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
"moves near the object coordinates (dx:0, dy:0) based on pedestrian_adult.","<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeObjectPosition entityRef=""pedestrian_adult"" dx=""0"" dy=""0"" dz=""0.1"">
        <Orientation type=""relative"" r=""-1.57"" h=""0"" p=""0"" />
      </RelativeObjectPosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
"in order to reach the target point (lane -1 (s=40) of road 242), a routing maneuver for the purpose of AcquirePosition is performed to autonomously find a route and move.","<PrivateAction>
  <RoutingAction>
    <AcquirePositionAction>
      <Position>
        <LanePosition roadId=""242"" laneId=""-1"" offset=""0"" s=""40"" />
      </Position>
    </AcquirePositionAction>
  </RoutingAction>
</PrivateAction>"
changes the speed to 0.0m/s linearly at a rate of 15.0m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""-15.0"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0.0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed to 0m/s linearly at a rate of -6m/s².,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""linear"" value=""-6"" dynamicsDimension=""rate"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""0"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
"precisely controls the acceleration and deceleration of the vehicle 10.0 m/s at 4.0 s, 4.0 m/s at 4.0 s, 8.0 m/s at 2.0 s, 0.0 m/s at 0.0 s, 10.0 m/s at 4.0 s, 4.0 m/s at 4.0 s, 2.0 s at 8.0 m/s). based on predefined dynamic velocity profiles (0.0 m/s at 0.0 s","<PrivateAction>
  <LongitudinalAction>
    <SpeedProfileAction followingMode=""follow"">
      <DynamicConstraints maxAcceleration=""5.0"" maxDeceleration=""10.0"" maxAccelerationRate=""4.0"" maxDecelerationRate=""3.0"" maxSpeed=""50"" />
      <SpeedProfileEntry time=""0.0"" speed=""0.0"" />
      <SpeedProfileEntry time=""4.0"" speed=""10.0"" />
      <SpeedProfileEntry time=""4.0"" speed=""4.0"" />
      <SpeedProfileEntry time=""2.0"" speed=""8.0"" />
    </SpeedProfileAction>
  </LongitudinalAction>
</PrivateAction>"
"precisely controls the acceleration and deceleration of the vehicle 10.0 m/s at 4.0 s, 4.0 m/s at 4.0 s, 8.0 m/s at 2.0 s, 0.0 m/s at 0.0 s, 10.0 m/s at 4.0 s, 4.0 m/s at 4.0 s, 2.0 s at 8.0 m/s). based on predefined dynamic velocity profiles (0.0 m/s at 0.0 s","<PrivateAction>
  <LongitudinalAction>
    <SpeedProfileAction followingMode=""position"">
      <DynamicConstraints maxAcceleration=""5.0"" maxDeceleration=""10.0"" maxAccelerationRate=""4.0"" maxDecelerationRate=""3.0"" maxSpeed=""50"" />
      <SpeedProfileEntry time=""0.0"" speed=""0.0"" />
      <SpeedProfileEntry time=""4.0"" speed=""10.0"" />
      <SpeedProfileEntry time=""4.0"" speed=""4.0"" />
      <SpeedProfileEntry time=""2.0"" speed=""8.0"" />
    </SpeedProfileAction>
  </LongitudinalAction>
</PrivateAction>"
changes the speed to $TargetFinalSpeedm/s.,"<PrivateAction>
  <LongitudinalAction>
    <SpeedAction>
      <SpeedActionDynamics dynamicsShape=""step"" value=""0.0"" dynamicsDimension=""time"" />
      <SpeedActionTarget>
        <AbsoluteTargetSpeed value=""$TargetFinalSpeed"" />
      </SpeedActionTarget>
    </SpeedAction>
  </LongitudinalAction>
</PrivateAction>"
